user_id,big5_agreeableness,facet_altruism,facet_cooperation,facet_modesty,facet_morality,facet_sympathy,facet_trust,big5_conscientiousness,facet_achievement_striving,facet_cautiousness,facet_dutifulness,facet_orderliness,facet_self_discipline,facet_self_efficacy,big5_extraversion,facet_activity_level,facet_assertiveness,facet_cheerfulness,facet_excitement_seeking,facet_friendliness,facet_gregariousness,big5_neuroticism,facet_anger,facet_anxiety,facet_depression,facet_immoderation,facet_self_consciousness,facet_vulnerability,big5_openness,facet_adventurousness,facet_artistic_interests,facet_emotionality,facet_imagination,facet_intellect,facet_liberalism,need_liberty,need_ideal,need_love,need_practicality,need_self_expression,need_stability,need_structure,need_challenge,need_closeness,need_curiosity,need_excitement,need_harmony,value_conservation,value_hedonism,value_openness_to_change,value_self_enhancement,value_self_transcendence,behavior_sunday,behavior_monday,behavior_tuesday,behavior_wednesday,behavior_thursday,behavior_friday,behavior_saturday,behavior_0000,behavior_0100,behavior_0200,behavior_0300,behavior_0400,behavior_0500,behavior_0600,behavior_0700,behavior_0800,behavior_0900,behavior_1000,behavior_1100,behavior_1200,behavior_1300,behavior_1400,behavior_1500,behavior_1600,behavior_1700,behavior_1800,behavior_1900,behavior_2000,behavior_2100,behavior_2200,behavior_2300,word_count,processed_language,big5_agreeableness_raw,facet_altruism_raw,facet_cooperation_raw,facet_modesty_raw,facet_morality_raw,facet_sympathy_raw,facet_trust_raw,big5_conscientiousness_raw,facet_achievement_striving_raw,facet_cautiousness_raw,facet_dutifulness_raw,facet_orderliness_raw,facet_self_discipline_raw,facet_self_efficacy_raw,big5_extraversion_raw,facet_activity_level_raw,facet_assertiveness_raw,facet_cheerfulness_raw,facet_excitement_seeking_raw,facet_friendliness_raw,facet_gregariousness_raw,big5_neuroticism_raw,facet_anger_raw,facet_anxiety_raw,facet_depression_raw,facet_immoderation_raw,facet_self_consciousness_raw,facet_vulnerability_raw,big5_openness_raw,facet_adventurousness_raw,facet_artistic_interests_raw,facet_emotionality_raw,facet_imagination_raw,facet_intellect_raw,facet_liberalism_raw,need_liberty_raw,need_ideal_raw,need_love_raw,need_practicality_raw,need_self_expression_raw,need_stability_raw,need_structure_raw,need_challenge_raw,need_closeness_raw,need_curiosity_raw,need_excitement_raw,need_harmony_raw,value_conservation_raw,value_hedonism_raw,value_openness_to_change_raw,value_self_enhancement_raw,value_self_transcendence_raw,big5_agreeableness_significant,facet_altruism_significant,facet_cooperation_significant,facet_modesty_significant,facet_morality_significant,facet_sympathy_significant,facet_trust_significant,big5_conscientiousness_significant,facet_achievement_striving_significant,facet_cautiousness_significant,facet_dutifulness_significant,facet_orderliness_significant,facet_self_discipline_significant,facet_self_efficacy_significant,big5_extraversion_significant,facet_activity_level_significant,facet_assertiveness_significant,facet_cheerfulness_significant,facet_excitement_seeking_significant,facet_friendliness_significant,facet_gregariousness_significant,big5_neuroticism_significant,facet_anger_significant,facet_anxiety_significant,facet_depression_significant,facet_immoderation_significant,facet_self_consciousness_significant,facet_vulnerability_significant,big5_openness_significant,facet_adventurousness_significant,facet_artistic_interests_significant,facet_emotionality_significant,facet_imagination_significant,facet_intellect_significant,facet_liberalism_significant,need_liberty_significant,need_ideal_significant,need_love_significant,need_practicality_significant,need_self_expression_significant,need_stability_significant,need_structure_significant,need_challenge_significant,need_closeness_significant,need_curiosity_significant,need_excitement_significant,need_harmony_significant,value_conservation_significant,value_hedonism_significant,value_openness_to_change_significant,value_self_enhancement_significant,value_self_transcendence_significant,consumption_preferences_spur_of_moment,consumption_preferences_credit_card_payment,consumption_preferences_influence_brand_name,consumption_preferences_influence_utility,consumption_preferences_influence_online_ads,consumption_preferences_influence_social_media,consumption_preferences_influence_family_members,consumption_preferences_clothes_quality,consumption_preferences_clothes_style,consumption_preferences_clothes_comfort,consumption_preferences_automobile_ownership_cost,consumption_preferences_automobile_safety,consumption_preferences_music_rap,consumption_preferences_music_country,consumption_preferences_music_r_b,consumption_preferences_music_hip_hop,consumption_preferences_music_live_event,consumption_preferences_music_playing,consumption_preferences_music_latin,consumption_preferences_music_rock,consumption_preferences_music_classical,consumption_preferences_gym_membership,consumption_preferences_outdoor,consumption_preferences_eat_out,consumption_preferences_movie_romance,consumption_preferences_movie_adventure,consumption_preferences_movie_horror,consumption_preferences_movie_musical,consumption_preferences_movie_historical,consumption_preferences_movie_science_fiction,consumption_preferences_movie_war,consumption_preferences_movie_drama,consumption_preferences_movie_action,consumption_preferences_movie_documentary,consumption_preferences_read_frequency,consumption_preferences_books_entertainment_magazines,consumption_preferences_books_non_fiction,consumption_preferences_books_financial_investing,consumption_preferences_books_autobiographies,consumption_preferences_volunteer,consumption_preferences_concerned_environment,consumption_preferences_start_business
1660016348,0.003910555,0.04391697,0.025453387,0.420401751,0.06878052,0.442330723,0.368980709,0.045118471,0.135951801,0.487329391,0.014985359,0.035649011,0.030295029,0.065460983,0.551980393,0.197546107,0.006005736,0.41540495,0.452525971,0.019100325,0.007208544,0.951346136,0.982620201,0.97287712,0.910641996,0.906093848,0.990799306,0.984046296,0.815218896,0.005667673,0.964031328,0.696685851,0.938393812,0.451062822,0.997932383,0.063715348,0.481849541,0.037662099,0.426857606,0.986987278,0.233338651,0.34325166,0.184814622,0.03896587,0.290073371,0.29269423,0.116946569,0.12515727,0.328945716,0.321109073,0.699295344,0.446486408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,en,0.636463372,0.645208909,0.461769745,0.437776699,0.555745613,0.657939064,0.572019098,0.549034445,0.630228939,0.49046841,0.605746227,0.435078363,0.481265208,0.699978976,0.556836946,0.496864301,0.518492875,0.610967982,0.598546755,0.456531445,0.327557332,0.668032262,0.651165162,0.725382307,0.533610775,0.551213402,0.670761711,0.6043187,0.777299484,0.414757516,0.756422236,0.669186604,0.811422095,0.601554971,0.660663258,0.679407927,0.688891693,0.682144168,0.723789674,0.751822246,0.711267721,0.685142127,0.691547676,0.715115786,0.802091334,0.64187038,0.768153343,0.61366079,0.70989692,0.766352613,0.729248643,0.830767366,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,0,1,0,0,0,1,1,1,1,0,1,0.5,0.5,1,1,1,0.5,1,0.5,0,0.5,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1
774789176,0.33793912,0.0535925,0.008538382,0.118798294,0.063670287,0.433014598,0.029906358,0.091454429,0.091308276,0.278353975,5.60E-05,0.998101101,0.381587121,0.354550502,0.783317158,0.501970255,0.416387238,0.908205843,0.969678417,0.32007924,0.600452425,0.23882051,0.806839306,0.590415937,0.740361081,0.235825702,0.71447795,0.597134772,0.59860558,0.117310008,0.631088732,0.242861901,0.765522844,0.612250012,0.748214882,0.914563887,0.885563833,0.863363836,0.999710291,0.99978418,0.530488714,0.71256637,0.397560821,0.635963969,0.925916249,0.716020503,0.434848368,0.500873561,0.789677509,0.660904639,0.560238562,0.627214953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,en,0.725577283,0.648575268,0.43569541,0.386057497,0.553870593,0.657036317,0.508261578,0.565932297,0.617837157,0.455372404,0.564293466,0.588967336,0.55629995,0.739979734,0.585966273,0.540631984,0.633503595,0.662764852,0.683150653,0.537042058,0.466428401,0.488020849,0.583090194,0.609702759,0.489257661,0.472927283,0.576524213,0.483290823,0.756625148,0.462545783,0.682270325,0.619774074,0.770829091,0.62044764,0.549918549,0.787812266,0.748236279,0.821954066,0.802119588,0.796464208,0.736885278,0.711277131,0.720138704,0.8087938,0.85470845,0.730567183,0.803593216,0.665548291,0.789653545,0.80026851,0.712980743,0.838243916,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,1,0.5,1,1,0,0,1,0,0,0.5,1,0.5,1,1,0,0,0.5,0,0,0,0.5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
124640597,0.108257891,0.215292312,0.071514084,0.491319306,0.190836088,0.374437631,0.541436674,0.686236443,0.31438441,0.352595619,0.203928013,0.293471546,0.29365037,0.211497769,0.403550909,0.657908346,0.631409096,0.237891123,0.404655336,0.400680035,0.610092135,0.977329149,0.639992662,0.485815839,0.671079992,0.21827515,0.371679215,0.414995136,0.347983094,0.376699699,0.172638367,0.048120818,0.323629364,0.312276392,0.15820487,0.466675205,0.411690967,0.043475213,0.934900005,0.785929986,0.077244752,0.741937942,0.255469191,0.076774053,0.053727218,0.435763559,0.189777027,0.501270722,0.285315313,0.139858587,0.559498778,0.128318179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,en,0.693067917,0.677439159,0.491149978,0.447227459,0.584533358,0.651254493,0.590088523,0.65068163,0.662801899,0.468591887,0.638631007,0.476360674,0.544798809,0.724921713,0.540110559,0.561192792,0.660834883,0.594207215,0.593372527,0.547870138,0.467715764,0.694137001,0.555317038,0.591686664,0.476491132,0.470688974,0.529486473,0.453942121,0.736175683,0.493644156,0.617546887,0.580382144,0.712130856,0.584594001,0.46576882,0.733378681,0.680447736,0.685392576,0.760469312,0.702373494,0.689103619,0.71367341,0.702301936,0.730016538,0.774283434,0.672358614,0.778915409,0.66559314,0.701954239,0.742585183,0.712898459,0.814482344,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,1,0.5,0,0,0,1,0,1,0,0,1,0.5,0.5,1,0,0,0,1,0.5,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.5,0.5
946275781,0.684240393,0.787460196,0.600108308,0.484938762,0.542884344,0.974494138,0.554540979,0.096511704,0.434352226,0.63971732,0.26117177,0.947240553,0.507625185,0.643142894,0.904568413,0.513856484,0.156620531,0.718872457,0.969093754,0.454879865,0.284290131,0.458022989,0.548967447,0.753422519,0.797840064,0.396103919,0.652449603,0.443361206,0.939349626,0.490430625,0.999525818,0.976833867,0.996654781,0.955713346,0.966206166,0.41769007,0.219471146,0.954459318,0.346957312,0.967012381,0.5195182,0.003744969,0.002520233,0.402883182,0.440022154,0.282243746,0.688129193,0.089298864,0.32737294,0.3133423,0.019534027,0.68917354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,en,0.761264308,0.733071324,0.594669555,0.446383145,0.630892775,0.737990551,0.591451691,0.567339214,0.679646505,0.515053821,0.643233473,0.547176805,0.571564025,0.766001963,0.609375115,0.542156884,0.593646357,0.637585688,0.682792379,0.554803929,0.424032087,0.533985167,0.542444779,0.6408473,0.501258451,0.490466848,0.567338331,0.45854598,0.798117138,0.503964415,0.832655937,0.729420919,0.869558449,0.686072417,0.608286511,0.728726801,0.654273408,0.850857557,0.719270481,0.738463922,0.736007765,0.623615082,0.606009552,0.782446736,0.812678353,0.639435045,0.826196577,0.604853536,0.709618779,0.765512021,0.615801604,0.840996918,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,1,1,1,0,1,1,1,1,0.5,1,0,1,0,1,0.5,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0.5,1,1,0,1,0,0,1
794756550,4.33E-04,0.00660968,0.042214878,0.659194833,0.033697353,0.286210988,0.084564113,0.086256871,0.038388221,0.649029912,0.001156524,0.733597169,0.012727754,0.029912363,0.217466236,0.036988676,0.015037439,0.002075949,0.517668554,0.031275872,0.054645411,0.958729015,0.828766264,0.912195547,0.930200753,0.775231113,0.970264743,0.932644108,0.99764691,0.039276541,0.900942,0.085824346,0.659930598,0.812904795,0.985396817,0.028771393,0.044319533,0.019218004,0.514051683,0.824960527,0.039351531,0.523750455,0.117226405,0.007908093,0.322631864,0.134993524,0.027850927,0.055419002,0.36598428,0.31949555,0.515187578,0.218822649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,en,0.609791412,0.618166264,0.475429231,0.470024107,0.539509678,0.641923543,0.529155206,0.564424905,0.594702422,0.516631922,0.584285834,0.514586754,0.464214096,0.686910223,0.516164992,0.448953125,0.535624751,0.521944927,0.605482775,0.467080708,0.37101522,0.673967049,0.587628744,0.686477974,0.542007432,0.529655796,0.645886302,0.562919654,0.838892424,0.442251677,0.730473873,0.592467172,0.755336512,0.648380069,0.626063074,0.665365219,0.610142554,0.667954734,0.728534469,0.70727395,0.678453662,0.697692684,0.678460948,0.686250564,0.804534228,0.597580275,0.743189059,0.593620196,0.716307344,0.766178695,0.70800144,0.820316635,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,0,1,0,0,0,1,0,1,1,0,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0.5,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0.5
69058803,0.004115954,0.067362693,0.40754397,0.842839482,0.078912559,0.507261794,0.560423252,0.264653057,0.195587823,0.524981726,0.051801276,0.478483228,0.023790406,0.079425209,0.091539325,0.034042392,0.012301,0.025783912,0.833461382,0.066721302,0.175979351,0.999818018,0.593413403,0.984143809,0.946321218,0.982055701,0.992474148,0.915578122,0.886855548,0.613869907,0.992352221,0.597385145,0.99799097,0.92678679,0.99999617,0.203652662,0.178143852,0.098574857,0.106791588,0.551233786,0.209459525,0.210605949,0.326339326,0.013975039,0.292813041,0.516376037,0.074210352,0.048999128,0.83572673,0.715474361,0.977361854,0.450390492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,en,0.637150711,0.65261836,0.56529914,0.501469323,0.559166973,0.66417329,0.592065519,0.598710849,0.642999252,0.496429139,0.619040255,0.492388455,0.476281593,0.703549525,0.491597194,0.447024476,0.531700886,0.552807939,0.644644831,0.485222017,0.405490718,0.812980481,0.548639651,0.740600373,0.550424855,0.581234896,0.674639331,0.55528396,0.787282363,0.515111158,0.788101832,0.658248025,0.877747517,0.674468227,0.741592098,0.70546898,0.647217276,0.70592076,0.700900897,0.679481812,0.708707155,0.674283986,0.711600518,0.695800033,0.802301494,0.688466454,0.759357055,0.590908245,0.800628079,0.80622684,0.7941667,0.830928105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,1,0,0,0,1,1,0,0.5,0,1,0,0.5,1,1,1,0.5,1,1,0,0.5,0.5,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1
463215079,0.002381658,0.025697331,0.113584758,0.719491669,0.130916219,0.319608905,0.186261139,0.143540391,0.236815905,0.716028346,0.007810528,0.926516633,0.102962549,0.093508745,0.283068121,0.113067468,0.095205494,0.034706503,0.448477535,0.141995089,0.18304691,0.083597801,0.573894712,0.672201753,0.763859862,0.780054532,0.902561323,0.718127551,0.926695402,0.245486219,0.68927622,0.084250604,0.588994052,0.812023444,0.97469963,0.027820906,0.214576354,0.014532647,0.662832208,0.893101318,0.023411231,0.70440674,0.500383423,0.03250155,0.10259077,0.256300854,0.005273266,0.107200733,0.60701936,0.278044342,0.921337285,0.048635845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,en,0.629986463,0.63674625,0.506629091,0.479050654,0.572867039,0.645577617,0.549063827,0.578399606,0.650459385,0.528523515,0.599693036,0.541662753,0.510400746,0.706696895,0.525403318,0.478445744,0.578603306,0.557204252,0.598113138,0.506752035,0.406877895,0.437002905,0.54590341,0.624527848,0.49396462,0.530278109,0.614924305,0.504401569,0.794997131,0.480320983,0.690322558,0.592054986,0.746032471,0.648228522,0.614688314,0.664815819,0.653481604,0.662485723,0.736852083,0.71792484,0.671140272,0.710632758,0.731827426,0.711457358,0.78330597,0.633191184,0.720951155,0.609517655,0.7555468,0.761568653,0.768371771,0.805950021,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,1,1,0,0,0,1,1,0,1,0,0.5,0,0.5,1,1,1,0.5,1,0.5,0,0.5,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.5,0
329923777,0.116945067,0.620499704,0.110883404,0.65585255,0.259463224,0.973145478,0.328105143,0.001260149,0.120877528,0.06922866,0.035429686,0.604328055,0.098560126,0.331752851,0.452838393,0.369480031,0.033269134,0.806551454,0.99663622,0.404255081,0.752124223,0.9226967,0.977629231,0.969885469,0.984647086,0.866945041,0.646509669,0.897780453,0.405024133,0.17751515,0.993695554,0.917303437,0.998673299,0.672143926,0.77717631,0.600158615,0.193150547,0.949476526,0.430180081,0.990269648,0.256067798,8.51E-04,0.001451507,0.593713858,0.20342829,0.78031745,0.662526187,0.079578352,0.493823625,0.439747236,0.013936838,0.671860024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,en,0.694874699,0.715852066,0.505775906,0.469544111,0.595377122,0.737142653,0.567462798,0.487153944,0.626421069,0.398949498,0.614662886,0.502822066,0.509212242,0.737798799,0.545718548,0.523328232,0.552337628,0.647175649,0.718510186,0.548333518,0.488363797,0.6501994,0.645473931,0.722261889,0.585303841,0.543333843,0.566494939,0.54847176,0.740977719,0.471923348,0.791611277,0.704747885,0.884131916,0.627883754,0.554643372,0.746017889,0.649884071,0.848429075,0.723972554,0.755642857,0.713572806,0.611050321,0.598233311,0.803885435,0.79482024,0.746629476,0.82373848,0.602023123,0.737204589,0.778421885,0.609852939,0.840207712,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,1,1,1,1,0,1,1,0.5,0.5,0.5,0,1,1,0,1,0.5,1,0.5,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
2185023655,0.332625378,0.321299875,0.43810302,0.305479813,0.346532463,0.742666717,0.528734072,0.118004296,0.1948415,0.436025243,0.002515458,0.954651392,0.342979487,0.146824578,0.932090071,0.432319255,0.259591437,0.788600127,0.843896541,0.591098472,0.783273057,0.990627243,0.502364876,0.604599596,0.57461938,0.991930604,0.290232993,0.326985571,0.948178597,0.678348039,0.936357752,0.577052627,0.634143135,0.760589349,0.988620835,0.909220502,0.863633651,0.94148843,0.977654056,0.999981941,0.327704437,0.144198325,0.562377733,0.806941957,0.819417135,0.755513026,0.419985922,0.14754395,0.963140639,0.781028214,0.693402696,0.851229655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,en,0.724997622,0.688809697,0.57000369,0.421533106,0.607187392,0.68835873,0.588771622,0.572780551,0.642856031,0.482307008,0.590205838,0.549570084,0.551391985,0.716167823,0.617563979,0.531656388,0.61183477,0.645038443,0.646453954,0.572043057,0.493613094,0.720672019,0.536039708,0.612202579,0.460355754,0.593056346,0.517631581,0.439063107,0.800610852,0.521287735,0.742520235,0.656118852,0.751888049,0.640027516,0.630937427,0.786559677,0.743176249,0.84490677,0.771147412,0.8175437,0.720236958,0.667311283,0.738825556,0.831830007,0.840683346,0.740169467,0.802285015,0.618281138,0.852471525,0.814178988,0.728509119,0.849926059,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0.5,0.5,0,1,0,0,1,0,0,0.5,1,0.5,1,1,0,0,0.5,0,0.5,0,0.5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
282079286,0.244494127,0.117964807,0.022146246,0.014424292,0.067807068,0.64135595,0.08448104,0.039044142,0.028990413,0.161372756,9.20E-06,0.998147404,0.391034311,0.472309893,0.808488861,0.610637528,0.556785207,0.937569166,0.99670238,0.394113597,0.728113744,0.480602269,0.77107591,0.619747793,0.73158463,0.249228767,0.539399555,0.521704783,0.508786055,0.268875586,0.894882048,0.403081591,0.963245452,0.536338412,0.58578176,0.985572882,0.968734936,0.978245301,0.999489108,0.999792982,0.62111213,0.326103689,0.241575671,0.734223426,0.920424695,0.882108543,0.669680842,0.373176675,0.816733291,0.746227476,0.343117146,0.645195429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,en,0.714691502,0.663511027,0.458212279,0.333051613,0.555396954,0.677304222,0.52913312,0.545875064,0.588024074,0.430053212,0.554000349,0.58922092,0.557476127,0.750656771,0.589933127,0.554756758,0.65119855,0.669640977,0.718789257,0.547016185,0.484555746,0.538300728,0.576313923,0.614899609,0.487557261,0.474575199,0.551919724,0.471089798,0.749354958,0.482901155,0.728751632,0.638191273,0.823751659,0.611469146,0.52714402,0.818383676,0.779565126,0.866865199,0.798735901,0.796844658,0.744270744,0.683866055,0.70033462,0.821130838,0.85370568,0.779382871,0.824417502,0.650878151,0.795895585,0.80982136,0.688607695,0.839024018,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0.5,1,1,0,0,1,0,0,0.5,1,0.5,1,1,0,0,0.5,0,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
